process_execution_id,order_id,start_time,end_time,part_id,process_type,process_id,resource_id,is_valid
1039,347,2025-02-20 16:08:44,2025-02-20 16:09:27,2,0,4,1,1
1040,347,2025-02-20 16:09:27,2025-02-20 16:10:24,2,0,5,1,1
1041,340,2025-02-20 16:09:29,2025-02-20 16:09:46,6,0,16,5,1
1042,340,2025-02-20 16:09:46,2025-02-20 16:10:11,7,1,17,6,1
1043,340,2025-02-20 16:10:11,2025-02-20 16:10:45,8,1,18,6,1
1044,347,2025-02-20 16:10:24,2025-02-20 16:11:02,2,0,6,1,1
1045,340,2025-02-20 16:10:45,2025-02-20 16:11:47,3,1,19,6,1
1046,347,2025-02-20 16:11:02,2025-02-20 16:11:04,3,1,7,2,1
1047,347,2025-02-20 16:11:04,2025-02-20 16:11:36,1,0,8,3,1
1048,347,2025-02-20 16:11:36,2025-02-20 16:12:37,3,0,9,3,1
1049,340,2025-02-20 16:11:47,2025-02-20 16:11:52,4,1,20,6,1
1050,340,2025-02-20 16:11:52,2025-02-20 16:12:00,-1,-1,21,7,1
1051,340,2025-02-20 16:12:00,2025-02-20 16:12:10,-1,2,22,8,1
1052,340,2025-02-20 16:12:10,2025-02-20 16:12:29,0,0,23,0,1
1053,339,2025-02-20 16:12:29,2025-02-20 16:12:44,0,0,0,0,1
1054,347,2025-02-20 16:12:37,2025-02-20 16:12:57,4,0,10,3,1
1055,339,2025-02-20 16:12:44,2025-02-20 16:13:24,1,0,1,1,1
1056,347,2025-02-20 16:12:57,2025-02-20 16:13:40,5,0,11,3,1
1057,339,2025-02-20 16:13:24,2025-02-20 16:14:20,2,0,2,1,1
1058,347,2025-02-20 16:13:40,2025-02-20 16:14:25,3,1,12,4,1
1059,339,2025-02-20 16:14:20,2025-02-20 16:14:34,2,0,3,1,1
1060,347,2025-02-20 16:14:25,2025-02-20 16:14:34,4,1,13,4,1
1061,339,2025-02-20 16:14:34,2025-02-20 16:15:17,2,0,4,1,1
1062,347,2025-02-20 16:14:34,2025-02-20 16:15:04,1,0,14,5,1
1063,347,2025-02-20 16:15:04,2025-02-20 16:16:25,1,0,15,5,1
1064,339,2025-02-20 16:15:17,2025-02-20 16:16:14,2,0,5,1,1
1065,339,2025-02-20 16:16:14,2025-02-20 16:16:52,2,0,6,1,1
1066,347,2025-02-20 16:16:25,2025-02-20 16:16:42,6,0,16,5,1
1067,347,2025-02-20 16:16:42,2025-02-20 16:17:07,7,1,17,6,1
1068,339,2025-02-20 16:16:52,2025-02-20 16:16:54,3,1,7,2,1
1069,339,2025-02-20 16:16:54,2025-02-20 16:17:26,1,0,8,3,1
1070,347,2025-02-20 16:17:07,2025-02-20 16:17:41,8,1,18,6,1
1071,339,2025-02-20 16:17:26,2025-02-20 16:18:27,3,0,9,3,1
1072,347,2025-02-20 16:17:41,2025-02-20 16:18:43,3,1,19,6,1
1073,339,2025-02-20 16:18:27,2025-02-20 16:18:47,4,0,10,3,1
1074,347,2025-02-20 16:18:43,2025-02-20 16:18:48,4,1,20,6,1
1075,339,2025-02-20 16:18:47,2025-02-20 16:19:30,5,0,11,3,1
1076,347,2025-02-20 16:18:48,2025-02-20 16:18:56,-1,-1,21,7,1
1077,347,2025-02-20 16:18:56,2025-02-20 16:19:06,-1,2,22,8,1
1078,347,2025-02-20 16:19:06,2025-02-20 16:19:25,0,0,23,0,1
1079,352,2025-02-20 16:19:25,2025-02-20 16:19:40,0,0,0,0,1
1080,339,2025-02-20 16:19:30,2025-02-20 16:20:15,3,1,12,4,1
1081,352,2025-02-20 16:19:40,2025-02-20 16:20:20,1,0,1,1,1
1082,339,2025-02-20 16:20:15,2025-02-20 16:20:24,4,1,13,4,1
1083,352,2025-02-20 16:20:20,2025-02-20 16:20:39,0,0,23,0,1
1084,339,2025-02-20 16:20:24,2025-02-20 16:20:54,1,0,14,5,1
1085,352,2025-02-20 16:20:39,2025-02-20 16:21:19,1,0,1,1,1
1086,339,2025-02-20 16:20:54,2025-02-20 16:22:15,1,0,15,5,1
1087,352,2025-02-20 16:21:19,2025-02-20 16:22:15,2,0,2,1,1
1088,339,2025-02-20 16:22:15,2025-02-20 16:22:32,6,0,16,5,1
1089,352,2025-02-20 16:22:15,2025-02-20 16:22:29,2,0,3,1,1
1090,352,2025-02-20 16:22:29,2025-02-20 16:23:12,2,0,4,1,1
1091,339,2025-02-20 16:22:32,2025-02-20 16:22:57,7,1,17,6,1
1092,339,2025-02-20 16:22:57,2025-02-20 16:23:31,8,1,18,6,1
1093,352,2025-02-20 16:23:12,2025-02-20 16:24:09,2,0,5,1,1
1094,339,2025-02-20 16:23:31,2025-02-20 16:24:33,3,1,19,6,1
1095,352,2025-02-20 16:24:09,2025-02-20 16:24:47,2,0,6,1,1
1096,339,2025-02-20 16:24:33,2025-02-20 16:24:38,4,1,20,6,1
1097,339,2025-02-20 16:24:38,2025-02-20 16:24:46,-1,-1,21,7,1
1098,339,2025-02-20 16:24:46,2025-02-20 16:24:56,-1,2,22,8,1
1099,352,2025-02-20 16:24:47,2025-02-20 16:25:25,2,0,6,1,1
1100,339,2025-02-20 16:24:56,2025-02-20 16:25:15,0,0,23,0,1
1101,343,2025-02-20 16:25:15,2025-02-20 16:25:30,0,0,0,0,1
1102,352,2025-02-20 16:25:25,2025-02-20 16:25:27,3,1,7,2,1
1103,352,2025-02-20 16:25:27,2025-02-20 16:25:59,1,0,8,3,1
1104,343,2025-02-20 16:25:30,2025-02-20 16:26:10,1,0,1,1,1
1105,352,2025-02-20 16:25:59,2025-02-20 16:26:31,1,0,8,3,1
1106,343,2025-02-20 16:26:10,2025-02-20 16:26:29,0,0,23,0,1
1107,343,2025-02-20 16:26:29,2025-02-20 16:27:09,1,0,1,1,1
1108,352,2025-02-20 16:26:31,2025-02-20 16:27:32,3,0,9,3,1
1109,343,2025-02-20 16:27:09,2025-02-20 16:28:05,2,0,2,1,1
1110,352,2025-02-20 16:27:32,2025-02-20 16:27:52,4,0,10,3,1
1111,352,2025-02-20 16:27:52,2025-02-20 16:28:35,5,0,11,3,1
1112,343,2025-02-20 16:28:05,2025-02-20 16:28:19,2,0,3,1,1
1113,343,2025-02-20 16:28:19,2025-02-20 16:29:02,2,0,4,1,1
1114,352,2025-02-20 16:28:35,2025-02-20 16:29:18,5,0,11,3,1
1115,343,2025-02-20 16:29:02,2025-02-20 16:29:59,2,0,5,1,1
1116,352,2025-02-20 16:29:18,2025-02-20 16:30:03,3,1,12,4,1
1117,343,2025-02-20 16:29:59,2025-02-20 16:30:37,2,0,6,1,1
1118,352,2025-02-20 16:30:03,2025-02-20 16:30:12,4,1,13,4,1
1119,352,2025-02-20 16:30:12,2025-02-20 16:30:42,1,0,14,5,1
1120,343,2025-02-20 16:30:37,2025-02-20 16:31:15,2,0,6,1,1
1121,352,2025-02-20 16:30:42,2025-02-20 16:32:03,1,0,15,5,1
1122,343,2025-02-20 16:31:15,2025-02-20 16:31:17,3,1,7,2,1
1123,343,2025-02-20 16:31:17,2025-02-20 16:31:49,1,0,8,3,1
1124,343,2025-02-20 16:31:49,2025-02-20 16:32:21,1,0,8,3,1
1125,352,2025-02-20 16:32:03,2025-02-20 16:32:20,6,0,16,5,1
1126,352,2025-02-20 16:32:20,2025-02-20 16:32:37,6,0,16,5,1
1127,343,2025-02-20 16:32:21,2025-02-20 16:33:22,3,0,9,3,1
1128,352,2025-02-20 16:32:37,2025-02-20 16:33:02,7,1,17,6,1
1129,352,2025-02-20 16:33:02,2025-02-20 16:33:36,8,1,18,6,1
1130,343,2025-02-20 16:33:22,2025-02-20 16:33:42,4,0,10,3,1
1131,352,2025-02-20 16:33:36,2025-02-20 16:34:38,3,1,19,6,1
1132,343,2025-02-20 16:33:42,2025-02-20 16:34:25,5,0,11,3,1
1133,343,2025-02-20 16:34:25,2025-02-20 16:35:08,5,0,11,3,1
1134,352,2025-02-20 16:34:38,2025-02-20 16:34:43,4,1,20,6,1
1135,352,2025-02-20 16:34:43,2025-02-20 16:34:51,-1,-1,21,7,1
1136,354,2025-02-20 16:34:51,2025-02-20 16:35:06,0,0,0,0,1
1137,354,2025-02-20 16:35:06,2025-02-20 16:35:46,1,0,1,1,1
1138,343,2025-02-20 16:35:08,2025-02-20 16:35:53,3,1,12,4,1
1139,354,2025-02-20 16:35:46,2025-02-20 16:36:05,0,0,23,0,1
1140,343,2025-02-20 16:35:53,2025-02-20 16:36:02,4,1,13,4,1
1141,343,2025-02-20 16:36:02,2025-02-20 16:36:32,1,0,14,5,1
1142,354,2025-02-20 16:36:05,2025-02-20 16:36:45,1,0,1,1,1
1143,343,2025-02-20 16:36:32,2025-02-20 16:37:53,1,0,15,5,1
1144,354,2025-02-20 16:36:45,2025-02-20 16:37:41,2,0,2,1,1
1145,354,2025-02-20 16:37:41,2025-02-20 16:37:55,2,0,3,1,1
1146,343,2025-02-20 16:37:53,2025-02-20 16:38:10,6,0,16,5,1
1147,354,2025-02-20 16:37:55,2025-02-20 16:38:38,2,0,4,1,1
1148,343,2025-02-20 16:38:10,2025-02-20 16:38:27,6,0,16,5,1
1149,343,2025-02-20 16:38:27,2025-02-20 16:38:52,7,1,17,6,1
1150,354,2025-02-20 16:38:38,2025-02-20 16:39:35,2,0,5,1,1
1151,343,2025-02-20 16:38:52,2025-02-20 16:39:26,8,1,18,6,1
1152,343,2025-02-20 16:39:26,2025-02-20 16:40:28,3,1,19,6,1
1153,354,2025-02-20 16:39:35,2025-02-20 16:40:13,2,0,6,1,1
1154,354,2025-02-20 16:40:13,2025-02-20 16:40:51,2,0,6,1,1
1155,343,2025-02-20 16:40:28,2025-02-20 16:40:33,4,1,20,6,1
1156,343,2025-02-20 16:40:33,2025-02-20 16:40:41,-1,-1,21,7,1
1157,338,2025-02-20 16:40:41,2025-02-20 16:40:56,0,0,0,0,1
1158,354,2025-02-20 16:40:51,2025-02-20 16:40:53,3,1,7,2,1
1159,354,2025-02-20 16:40:53,2025-02-20 16:41:25,1,0,8,3,1
1160,338,2025-02-20 16:40:56,2025-02-20 16:41:36,1,0,1,1,1
1161,354,2025-02-20 16:41:25,2025-02-20 16:41:57,1,0,8,3,1
1162,338,2025-02-20 16:41:36,2025-02-20 16:42:32,2,0,2,1,1
1163,354,2025-02-20 16:41:57,2025-02-20 16:42:58,3,0,9,3,1
1164,338,2025-02-20 16:42:32,2025-02-20 16:42:46,2,0,3,1,1
1165,338,2025-02-20 16:42:46,2025-02-20 16:43:29,2,0,4,1,1
1166,354,2025-02-20 16:42:58,2025-02-20 16:43:18,4,0,10,3,1
1167,354,2025-02-20 16:43:18,2025-02-20 16:44:01,5,0,11,3,1
1168,338,2025-02-20 16:43:29,2025-02-20 16:44:26,2,0,5,1,1
1169,354,2025-02-20 16:44:01,2025-02-20 16:44:44,5,0,11,3,1
1170,338,2025-02-20 16:44:26,2025-02-20 16:45:04,2,0,6,1,1
1171,354,2025-02-20 16:44:44,2025-02-20 16:45:29,3,1,12,4,1
1172,338,2025-02-20 16:45:04,2025-02-20 16:45:06,3,1,7,2,1
1173,338,2025-02-20 16:45:06,2025-02-20 16:45:38,1,0,8,3,1
1174,354,2025-02-20 16:45:29,2025-02-20 16:45:38,4,1,13,4,1
1175,338,2025-02-20 16:45:38,2025-02-20 16:46:39,3,0,9,3,1
1176,354,2025-02-20 16:45:38,2025-02-20 16:46:08,1,0,14,5,1
1177,354,2025-02-20 16:46:08,2025-02-20 16:47:29,1,0,15,5,1
1178,338,2025-02-20 16:46:39,2025-02-20 16:46:59,4,0,10,3,1
1179,338,2025-02-20 16:46:59,2025-02-20 16:47:42,5,0,11,3,1
1180,354,2025-02-20 16:47:29,2025-02-20 16:47:46,6,0,16,5,1
1181,338,2025-02-20 16:47:42,2025-02-20 16:48:27,3,1,12,4,1
1182,354,2025-02-20 16:47:46,2025-02-20 16:48:03,6,0,16,5,1
1183,354,2025-02-20 16:48:03,2025-02-20 16:48:28,7,1,17,6,1
1184,338,2025-02-20 16:48:27,2025-02-20 16:48:36,4,1,13,4,1
1185,354,2025-02-20 16:48:28,2025-02-20 16:49:02,8,1,18,6,1
1186,338,2025-02-20 16:48:36,2025-02-20 16:49:06,1,0,14,5,1
1187,354,2025-02-20 16:49:02,2025-02-20 16:50:04,3,1,19,6,1
1188,338,2025-02-20 16:49:06,2025-02-20 16:50:27,1,0,15,5,1
1189,354,2025-02-20 16:50:04,2025-02-20 16:50:09,4,1,20,6,1
1190,354,2025-02-20 16:50:09,2025-02-20 16:50:17,-1,-1,21,7,1
1191,349,2025-02-20 16:50:17,2025-02-20 16:50:32,0,0,0,0,1
1192,338,2025-02-20 16:50:27,2025-02-20 16:50:44,6,0,16,5,1
1193,349,2025-02-20 16:50:32,2025-02-20 16:51:12,1,0,1,1,1
1194,338,2025-02-20 16:50:44,2025-02-20 16:51:09,7,1,17,6,1
1195,338,2025-02-20 16:51:09,2025-02-20 16:51:43,8,1,18,6,1
1196,349,2025-02-20 16:51:12,2025-02-20 16:52:08,2,0,2,1,1
1197,338,2025-02-20 16:51:43,2025-02-20 16:52:45,3,1,19,6,1
1198,349,2025-02-20 16:52:08,2025-02-20 16:52:22,2,0,3,1,1
1199,349,2025-02-20 16:52:22,2025-02-20 16:53:05,2,0,4,1,1
1200,338,2025-02-20 16:52:45,2025-02-20 16:52:50,4,1,20,6,1
1201,338,2025-02-20 16:52:50,2025-02-20 16:52:58,-1,-1,21,7,1
1202,338,2025-02-20 16:52:58,2025-02-20 16:53:08,-1,2,22,8,1
1203,338,2025-02-20 16:53:08,2025-02-20 16:53:27,0,0,23,0,1
1204,345,2025-02-20 16:53:27,2025-02-20 16:53:42,0,0,0,0,1
1205,345,2025-02-20 16:53:42,2025-02-20 16:54:22,1,0,1,1,1
1206,349,2025-02-20 16:54:23,2025-02-20 16:55:20,2,0,5,1,1
1207,345,2025-02-20 16:55:20,2025-02-20 16:56:00,1,0,1,1,1
1208,349,2025-02-20 16:56:01,2025-02-20 16:56:39,2,0,6,1,1
1209,349,2025-02-20 16:56:39,2025-02-20 16:56:41,3,1,7,2,1
1210,345,2025-02-20 16:56:40,2025-02-20 16:57:36,2,0,2,1,1
1211,349,2025-02-20 16:56:41,2025-02-20 16:57:13,1,0,8,3,1
1212,349,2025-02-20 16:57:13,2025-02-20 16:58:14,3,0,9,3,1
1213,345,2025-02-20 16:57:36,2025-02-20 16:57:55,0,0,23,0,1
1214,345,2025-02-20 16:57:55,2025-02-20 16:58:09,2,0,3,1,1
1215,345,2025-02-20 16:58:09,2025-02-20 16:58:52,2,0,4,1,1
1216,349,2025-02-20 16:58:14,2025-02-20 16:58:34,4,0,10,3,1
1217,349,2025-02-20 16:58:34,2025-02-20 16:59:17,5,0,11,3,1
1218,345,2025-02-20 16:58:52,2025-02-20 16:59:49,2,0,5,1,1
1219,349,2025-02-20 16:59:17,2025-02-20 17:00:02,3,1,12,4,1
1220,345,2025-02-20 16:59:49,2025-02-20 17:00:27,2,0,6,1,1
1221,349,2025-02-20 17:00:02,2025-02-20 17:00:11,4,1,13,4,1
1222,349,2025-02-20 17:00:11,2025-02-20 17:00:41,1,0,14,5,1
1223,345,2025-02-20 17:00:27,2025-02-20 17:01:05,2,0,6,1,1
1224,349,2025-02-20 17:00:41,2025-02-20 17:02:02,1,0,15,5,1
1225,345,2025-02-20 17:01:05,2025-02-20 17:01:07,3,1,7,2,1
1226,345,2025-02-20 17:01:07,2025-02-20 17:01:39,1,0,8,3,1
1227,345,2025-02-20 17:01:39,2025-02-20 17:02:11,1,0,8,3,1
1228,349,2025-02-20 17:02:02,2025-02-20 17:02:19,6,0,16,5,1
1229,345,2025-02-20 17:02:11,2025-02-20 17:03:12,3,0,9,3,1
1230,349,2025-02-20 17:02:19,2025-02-20 17:02:44,7,1,17,6,1
1231,349,2025-02-20 17:02:44,2025-02-20 17:03:18,8,1,18,6,1
1232,345,2025-02-20 17:03:12,2025-02-20 17:03:32,4,0,10,3,1
1233,349,2025-02-20 17:03:18,2025-02-20 17:04:20,3,1,19,6,1
1234,345,2025-02-20 17:03:32,2025-02-20 17:04:15,5,0,11,3,1
1235,345,2025-02-20 17:04:15,2025-02-20 17:04:58,5,0,11,3,1
1236,349,2025-02-20 17:04:20,2025-02-20 17:04:25,4,1,20,6,1
1237,349,2025-02-20 17:04:25,2025-02-20 17:04:33,-1,-1,21,7,1
1238,349,2025-02-20 17:04:33,2025-02-20 17:04:43,-1,2,22,8,1
1239,349,2025-02-20 17:04:43,2025-02-20 17:05:02,0,0,23,0,1
1240,345,2025-02-20 17:04:58,2025-02-20 17:05:43,3,1,12,4,1
1241,342,2025-02-20 17:05:02,2025-02-20 17:05:17,0,0,0,0,1
1242,342,2025-02-20 17:05:17,2025-02-20 17:05:57,1,0,1,1,1
1243,345,2025-02-20 17:05:43,2025-02-20 17:05:52,4,1,13,4,1
1244,345,2025-02-20 17:05:52,2025-02-20 17:06:22,1,0,14,5,1
1245,342,2025-02-20 17:05:57,2025-02-20 17:06:16,0,0,23,0,1
1246,342,2025-02-20 17:06:16,2025-02-20 17:06:56,1,0,1,1,1
1247,345,2025-02-20 17:06:22,2025-02-20 17:07:43,1,0,15,5,1
1248,342,2025-02-20 17:06:56,2025-02-20 17:07:52,2,0,2,1,1
1249,345,2025-02-20 17:07:43,2025-02-20 17:08:00,6,0,16,5,1
1250,342,2025-02-20 17:07:52,2025-02-20 17:08:06,2,0,3,1,1
1251,345,2025-02-20 17:08:00,2025-02-20 17:08:17,6,0,16,5,1
1252,342,2025-02-20 17:08:06,2025-02-20 17:08:49,2,0,4,1,1
1253,345,2025-02-20 17:08:17,2025-02-20 17:08:42,7,1,17,6,1
1254,345,2025-02-20 17:08:42,2025-02-20 17:09:16,8,1,18,6,1
1255,342,2025-02-20 17:08:49,2025-02-20 17:09:46,2,0,5,1,1
1256,345,2025-02-20 17:09:16,2025-02-20 17:10:18,3,1,19,6,1
1257,342,2025-02-20 17:09:46,2025-02-20 17:10:24,2,0,6,1,1
1258,345,2025-02-20 17:10:18,2025-02-20 17:10:23,4,1,20,6,1
1259,345,2025-02-20 17:10:23,2025-02-20 17:10:31,-1,-1,21,7,1
1260,342,2025-02-20 17:10:24,2025-02-20 17:11:02,2,0,6,1,1
1261,355,2025-02-20 17:10:31,2025-02-20 17:10:46,0,0,0,0,1
1262,355,2025-02-20 17:10:46,2025-02-20 17:11:05,0,0,23,0,1
1263,342,2025-02-20 17:11:02,2025-02-20 17:11:04,3,1,7,2,1
1264,342,2025-02-20 17:11:04,2025-02-20 17:11:36,1,0,8,3,1
1265,355,2025-02-20 17:11:05,2025-02-20 17:11:45,1,0,1,1,1
1266,342,2025-02-20 17:11:36,2025-02-20 17:12:08,1,0,8,3,1
1267,355,2025-02-20 17:11:45,2025-02-20 17:12:25,1,0,1,1,1
1268,342,2025-02-20 17:12:08,2025-02-20 17:13:09,3,0,9,3,1
1269,355,2025-02-20 17:12:25,2025-02-20 17:13:21,2,0,2,1,1
1270,342,2025-02-20 17:13:09,2025-02-20 17:13:29,4,0,10,3,1
1271,355,2025-02-20 17:13:21,2025-02-20 17:13:35,2,0,3,1,1
1272,342,2025-02-20 17:13:29,2025-02-20 17:14:12,5,0,11,3,1
1273,355,2025-02-20 17:13:35,2025-02-20 17:14:18,2,0,4,1,1
1274,342,2025-02-20 17:14:12,2025-02-20 17:14:55,5,0,11,3,1
1275,355,2025-02-20 17:14:18,2025-02-20 17:15:15,2,0,5,1,1
1276,342,2025-02-20 17:14:55,2025-02-20 17:15:40,3,1,12,4,1
1277,355,2025-02-20 17:15:15,2025-02-20 17:15:53,2,0,6,1,1
1278,342,2025-02-20 17:15:40,2025-02-20 17:15:49,4,1,13,4,1
1279,342,2025-02-20 17:15:49,2025-02-20 17:16:19,1,0,14,5,1
1280,355,2025-02-20 17:15:53,2025-02-20 17:16:31,2,0,6,1,1
1281,342,2025-02-20 17:16:19,2025-02-20 17:17:40,1,0,15,5,1
1282,355,2025-02-20 17:16:31,2025-02-20 17:16:33,3,1,7,2,1
1283,355,2025-02-20 17:16:33,2025-02-20 17:17:05,1,0,8,3,1
1284,355,2025-02-20 17:17:05,2025-02-20 17:17:37,1,0,8,3,1
1285,355,2025-02-20 17:17:37,2025-02-20 17:18:38,3,0,9,3,1
1286,342,2025-02-20 17:17:40,2025-02-20 17:17:57,6,0,16,5,1
1287,342,2025-02-20 17:17:57,2025-02-20 17:18:14,6,0,16,5,1
1288,342,2025-02-20 17:18:14,2025-02-20 17:18:39,7,1,17,6,1
1289,355,2025-02-20 17:18:38,2025-02-20 17:18:58,4,0,10,3,1
1290,342,2025-02-20 17:18:39,2025-02-20 17:19:13,8,1,18,6,1
1291,355,2025-02-20 17:18:58,2025-02-20 17:19:41,5,0,11,3,1
1292,342,2025-02-20 17:19:13,2025-02-20 17:20:15,3,1,19,6,1
1293,355,2025-02-20 17:19:41,2025-02-20 17:20:24,5,0,11,3,1
1294,342,2025-02-20 17:20:15,2025-02-20 17:20:20,4,1,20,6,1
1295,342,2025-02-20 17:20:20,2025-02-20 17:20:28,-1,-1,21,7,1
1296,355,2025-02-20 17:20:24,2025-02-20 17:21:09,3,1,12,4,1
1297,346,2025-02-20 17:20:28,2025-02-20 17:20:43,0,0,0,0,1
1298,346,2025-02-20 17:20:43,2025-02-20 17:21:23,1,0,1,1,1
1299,355,2025-02-20 17:21:09,2025-02-20 17:21:18,4,1,13,4,1
1300,355,2025-02-20 17:21:18,2025-02-20 17:21:48,1,0,14,5,1
1301,346,2025-02-20 17:21:23,2025-02-20 17:22:19,2,0,2,1,1
1302,355,2025-02-20 17:21:48,2025-02-20 17:23:09,1,0,15,5,1
1303,346,2025-02-20 17:22:19,2025-02-20 17:22:33,2,0,3,1,1
1304,346,2025-02-20 17:22:33,2025-02-20 17:23:16,2,0,4,1,1
1305,355,2025-02-20 17:23:09,2025-02-20 17:23:26,6,0,16,5,1
1306,346,2025-02-20 17:23:16,2025-02-20 17:24:13,2,0,5,1,1
1307,355,2025-02-20 17:23:26,2025-02-20 17:23:43,6,0,16,5,1
1308,355,2025-02-20 17:23:43,2025-02-20 17:24:08,7,1,17,6,1
1309,355,2025-02-20 17:24:08,2025-02-20 17:24:42,8,1,18,6,1
1310,346,2025-02-20 17:24:13,2025-02-20 17:24:51,2,0,6,1,1
1311,355,2025-02-20 17:24:42,2025-02-20 17:25:44,3,1,19,6,1
1312,346,2025-02-20 17:24:51,2025-02-20 17:24:53,3,1,7,2,1
1313,346,2025-02-20 17:24:53,2025-02-20 17:25:25,1,0,8,3,1
1314,346,2025-02-20 17:25:25,2025-02-20 17:26:26,3,0,9,3,1
1315,355,2025-02-20 17:25:44,2025-02-20 17:25:49,4,1,20,6,1
1316,355,2025-02-20 17:25:49,2025-02-20 17:25:57,-1,-1,21,7,1
1317,341,2025-02-20 17:25:57,2025-02-20 17:26:12,0,0,0,0,1
1318,341,2025-02-20 17:26:12,2025-02-20 17:26:52,1,0,1,1,1
1319,346,2025-02-20 17:26:26,2025-02-20 17:26:46,4,0,10,3,1
1320,346,2025-02-20 17:26:46,2025-02-20 17:27:29,5,0,11,3,1
1321,341,2025-02-20 17:26:52,2025-02-20 17:27:32,1,0,1,1,1
1322,346,2025-02-20 17:27:29,2025-02-20 17:28:14,3,1,12,4,1
1323,341,2025-02-20 17:27:32,2025-02-20 17:27:51,0,0,23,0,1
1324,341,2025-02-20 17:27:51,2025-02-20 17:28:47,2,0,2,1,1
1325,346,2025-02-20 17:28:14,2025-02-20 17:28:23,4,1,13,4,1
1326,346,2025-02-20 17:28:23,2025-02-20 17:28:53,1,0,14,5,1
1327,341,2025-02-20 17:28:47,2025-02-20 17:29:01,2,0,3,1,1
1328,346,2025-02-20 17:28:53,2025-02-20 17:30:14,1,0,15,5,1
1329,341,2025-02-20 17:29:01,2025-02-20 17:29:44,2,0,4,1,1
1330,341,2025-02-20 17:29:44,2025-02-20 17:30:41,2,0,5,1,1
1331,346,2025-02-20 17:30:14,2025-02-20 17:30:31,6,0,16,5,1
1332,346,2025-02-20 17:30:31,2025-02-20 17:30:56,7,1,17,6,1
1333,341,2025-02-20 17:30:41,2025-02-20 17:31:19,2,0,6,1,1
1334,346,2025-02-20 17:30:56,2025-02-20 17:31:30,8,1,18,6,1
1335,341,2025-02-20 17:31:19,2025-02-20 17:31:57,2,0,6,1,1
1336,346,2025-02-20 17:31:30,2025-02-20 17:32:32,3,1,19,6,1
1337,341,2025-02-20 17:31:57,2025-02-20 17:31:59,3,1,7,2,1
1338,341,2025-02-20 17:31:59,2025-02-20 17:32:31,1,0,8,3,1
1339,341,2025-02-20 17:32:31,2025-02-20 17:33:03,1,0,8,3,1
1340,346,2025-02-20 17:32:32,2025-02-20 17:32:37,4,1,20,6,1
1341,346,2025-02-20 17:32:37,2025-02-20 17:32:45,-1,-1,21,7,1
1342,346,2025-02-20 17:32:45,2025-02-20 17:32:55,-1,2,22,8,1
1343,346,2025-02-20 17:32:55,2025-02-20 17:33:14,0,0,23,0,1
1344,341,2025-02-20 17:33:03,2025-02-20 17:34:04,3,0,9,3,1
1345,348,2025-02-20 17:33:14,2025-02-20 17:33:29,0,0,0,0,1
1346,348,2025-02-20 17:33:29,2025-02-20 17:34:09,1,0,1,1,1
1347,341,2025-02-20 17:34:04,2025-02-20 17:34:24,4,0,10,3,1
1348,348,2025-02-20 17:34:09,2025-02-20 17:35:05,2,0,2,1,1
1349,341,2025-02-20 17:34:24,2025-02-20 17:35:07,5,0,11,3,1
1350,348,2025-02-20 17:35:05,2025-02-20 17:35:19,2,0,3,1,1
1351,341,2025-02-20 17:35:07,2025-02-20 17:35:50,5,0,11,3,1
1352,348,2025-02-20 17:35:19,2025-02-20 17:36:02,2,0,4,1,1
1353,341,2025-02-20 17:35:50,2025-02-20 17:36:35,3,1,12,4,1
1354,348,2025-02-20 17:36:02,2025-02-20 17:36:59,2,0,5,1,1
1355,341,2025-02-20 17:36:35,2025-02-20 17:36:44,4,1,13,4,1
1356,341,2025-02-20 17:36:44,2025-02-20 17:37:14,1,0,14,5,1
1357,348,2025-02-20 17:36:59,2025-02-20 17:37:37,2,0,6,1,1
1358,341,2025-02-20 17:37:14,2025-02-20 17:38:35,1,0,15,5,1
1359,348,2025-02-20 17:37:37,2025-02-20 17:37:39,3,1,7,2,1
1360,348,2025-02-20 17:37:39,2025-02-20 17:38:11,1,0,8,3,1
1361,348,2025-02-20 17:38:11,2025-02-20 17:39:12,3,0,9,3,1
1362,341,2025-02-20 17:38:35,2025-02-20 17:38:52,6,0,16,5,1
1363,341,2025-02-20 17:38:52,2025-02-20 17:39:09,6,0,16,5,1
1364,341,2025-02-20 17:39:09,2025-02-20 17:39:34,7,1,17,6,1
1365,348,2025-02-20 17:39:12,2025-02-20 17:39:32,4,0,10,3,1
1366,348,2025-02-20 17:39:32,2025-02-20 17:40:15,5,0,11,3,1
1367,341,2025-02-20 17:39:34,2025-02-20 17:40:08,8,1,18,6,1
1368,341,2025-02-20 17:40:08,2025-02-20 17:41:10,3,1,19,6,1
1369,348,2025-02-20 17:40:15,2025-02-20 17:41:00,3,1,12,4,1
1370,348,2025-02-20 17:41:00,2025-02-20 17:41:09,4,1,13,4,1
1371,348,2025-02-20 17:41:09,2025-02-20 17:41:39,1,0,14,5,1
1372,341,2025-02-20 17:41:10,2025-02-20 17:41:15,4,1,20,6,1
1373,341,2025-02-20 17:41:15,2025-02-20 17:41:23,-1,-1,21,7,1
1374,344,2025-02-20 17:41:23,2025-02-20 17:41:38,0,0,0,0,1
1375,344,2025-02-20 17:41:38,2025-02-20 17:42:18,1,0,1,1,1
1376,348,2025-02-20 17:41:39,2025-02-20 17:43:00,1,0,15,5,1
1377,344,2025-02-20 17:42:18,2025-02-20 17:42:37,0,0,23,0,1
